00:00.338  blend            | Read blend: "/home/runner/work/critical-shift/critical-shift/sections/mine/blender/gullet/Gullet_MaterialReview.blend"
SOURCE_INVENTORY {"name": "PBR_late_day_sun", "type": "LIGHT", "position": [0.0, 0.0, 0.0], "parent": null, "meta": {}, "energy": 0.8500000238418579, "colour": [1.0, 0.8700000047683716, 0.7099999785423279]}
SOURCE_INVENTORY {"name": "PBR_portal_stone_bounce", "type": "LIGHT", "position": [-3.799999952316284, -3.799999952316284, 3.0], "parent": null, "meta": {}, "energy": 160.0, "colour": [1.0, 0.8500000238418579, 0.6399999856948853]}
SOURCE_INVENTORY {"name": "CSM_Leaf_outer_skin", "type": "MESH", "position": [-4.429999828338623, -0.7910000085830688, 2.369999885559082], "parent": "CSM_Blast_leaf_L", "meta": {"csm_meta": "{\"component\":\"blast_leaf\",\"gate_side\":-1,\"closed_x\":-1.45,\"travel\":-2.98}", "csm_component": "blast_leaf", "csm_gate_side": -1, "csm_closed_x": -1.45, "csm_travel": -2.98, "csm_id": "CSM_Leaf_outer_skin"}, "bounds": [[-5.779999732971191, -0.8184999823570251, 0.31999993324279785], [-3.0799999237060547, -0.7635000348091125, 4.420000076293945]], "materials": ["GULLET_PBR_slate_blue_casing"]}
SOURCE_INVENTORY {"name": "CSM_Hopper_external_rib.004", "type": "MESH", "position": [0.0, -8.800000190734863, 0.07999999821186066], "parent": "CSM_Dispatch_cart", "meta": {"csm_meta": "{\"interaction\":\"push_cart\",\"component\":\"cart_root\",\"rated_mass_game_units\":100,\"rigidbody_pivot\":true}", "csm_interaction": "push_cart", "csm_component": "cart_root", "csm_rated_mass_game_units": 100, "csm_rigidbody_pivot": true, "csm_id": "CSM_Hopper_external_rib.004"}, "bounds": [[0.4374314546585083, -9.594715118408203, 0.7557933330535889], [0.8215215802192688, -9.406294822692871, 1.4561184644699097]], "materials": ["GULLET_PBR_dark_structural_steel"]}
SOURCE_INVENTORY {"name": "CSM_Hopper_rivet.007", "type": "MESH", "position": [0.4620000123977661, -9.43179988861084, 0.7699999809265137], "parent": "CSM_Dispatch_cart", "meta": {"csm_meta": "{\"interaction\":\"push_cart\",\"component\":\"cart_root\",\"rated_mass_game_units\":100,\"rigidbody_pivot\":true}", "csm_interaction": "push_cart", "csm_component": "cart_root", "csm_rated_mass_game_units": 100, "csm_rigidbody_pivot": true, "csm_id": "CSM_Hopper_rivet.007"}, "bounds": [[0.4620000123977661, -9.449466705322266, 0.7495999932289124], [0.492000013589859, -9.414133071899414, 0.790399968624115]], "materials": ["GULLET_PBR_bare_steel"]}
SOURCE_INVENTORY {"name": "CSM_Hopper_rivet.008", "type": "MESH", "position": [0.7960000038146973, -9.579999923706055, 1.440000057220459], "parent": "CSM_Dispatch_cart", "meta": {"csm_meta": "{\"interaction\":\"push_cart\",\"component\":\"cart_root\",\"rated_mass_game_units\":100,\"rigidbody_pivot\":true}", "csm_interaction": "push_cart", "csm_component": "cart_root", "csm_rated_mass_game_units": 100, "csm_rigidbody_pivot": true, "csm_id": "CSM_Hopper_rivet.008"}, "bounds": [[0.7960000038146973, -9.59766674041748, 1.419600009918213], [0.8259999752044678, -9.562333106994629, 1.460400104522705]], "materials": ["GULLET_PBR_bare_steel"]}
SOURCE_INVENTORY {"name": "CSM_Hopper_external_rib.005", "type": "MESH", "position": [0.0, -8.800000190734863, 0.07999999821186066], "parent": "CSM_Dispatch_cart", "meta": {"csm_meta": "{\"interaction\":\"push_cart\",\"component\":\"cart_root\",\"rated_mass_game_units\":100,\"rigidbody_pivot\":true}", "csm_interaction": "push_cart", "csm_component": "cart_root", "csm_rated_mass_game_units": 100, "csm_rigidbody_pivot": true, "csm_id": "CSM_Hopper_external_rib.005"}, "bounds": [[0.43873101472854614, -8.815000534057617, 0.7584002017974854], [0.8192690014839172, -8.77400016784668, 1.4515998363494873]], "materials": ["GULLET_PBR_dark_structural_steel"]}
SOURCE_INVENTORY {"name": "CSM_Hopper_rivet.009", "type": "MESH", "position": [0.4620000123977661, -8.800000190734863, 0.7699999809265137], "parent": "CSM_Dispatch_cart", "meta": {"csm_meta": "{\"interaction\":\"push_cart\",\"component\":\"cart_root\",\"rated_mass_game_units\":100,\"rigidbody_pivot\":true}", "csm_interaction": "push_cart", "csm_component": "cart_root", "csm_rated_mass_game_units": 100, "csm_rigidbody_pivot": true, "csm_id": "CSM_Hopper_rivet.009"}, "bounds": [[0.4620000123977661, -8.817667007446289, 0.7495999932289124], [0.492000013589859, -8.782333374023438, 0.790399968624115]], "materials": ["GULLET_PBR_bare_steel"]}
SOURCE_INVENTORY {"name": "CSM_Hopper_rivet.010", "type": "MESH", "position": [0.7960000038146973, -8.800000190734863, 1.440000057220459], "parent": "CSM_Dispatch_cart", "meta": {"csm_meta": "{\"interaction\":\"push_cart\",\"component\":\"cart_root\",\"rated_mass_game_units\":100,\"rigidbody_pivot\":true}", "csm_interaction": "push_cart", "csm_component": "cart_root", "csm_rated_mass_game_units": 100, "csm_rigidbody_pivot": true, "csm_id": "CSM_Hopper_rivet.010"}, "bounds": [[0.7960000038146973, -8.817667007446289, 1.419600009918213], [0.8259999752044678, -8.782333374023438, 1.460400104522705]], "materials": ["GULLET_PBR_bare_steel"]}
SOURCE_INVENTORY {"name": "CSM_Hopper_external_rib.006", "type": "MESH", "position": [0.0, -8.800000190734863, 0.07999999821186066], "parent": "CSM_Dispatch_cart", "meta": {"csm_meta": "{\"interaction\":\"push_cart\",\"component\":\"cart_root\",\"rated_mass_game_units\":100,\"rigidbody_pivot\":true}", "csm_interaction": "push_cart", "csm_component": "cart_root", "csm_rated_mass_game_units": 100, "csm_rigidbody_pivot": true, "csm_id": "CSM_Hopper_external_rib.006"}, "bounds": [[0.4364784359931946, -8.182914733886719, 0.753881573677063], [0.8205685615539551, -7.994495391845703, 1.4542067050933838]], "materials": ["GULLET_PBR_dark_structural_steel"]}
SOURCE_INVENTORY {"name": "CSM_Hopper_rivet.011", "type": "MESH", "position": [0.4620000123977661, -8.16819953918457, 0.7699999809265137], "parent": "CSM_Dispatch_cart", "meta": {"csm_meta": "{\"interaction\":\"push_cart\",\"component\":\"cart_root\",\"rated_mass_game_units\":100,\"rigidbody_pivot\":true}", "csm_interaction": "push_cart", "csm_component": "cart_root", "csm_rated_mass_game_units": 100, "csm_rigidbody_pivot": true, "csm_id": "CSM_Hopper_rivet.011"}, "bounds": [[0.4620000123977661, -8.185866355895996, 0.7495999932289124], [0.492000013589859, -8.150532722473145, 0.790399968624115]], "materials": ["GULLET_PBR_bare_steel"]}
SOURCE_INVENTORY {"name": "CSM_Hopper_rivet.012", "type": "MESH", "position": [0.7960000038146973, -8.020000457763672, 1.440000057220459], "parent": "CSM_Dispatch_cart", "meta": {"csm_meta": "{\"interaction\":\"push_cart\",\"component\":\"cart_root\",\"rated_mass_game_units\":100,\"rigidbody_pivot\":true}", "csm_interaction": "push_cart", "csm_component": "cart_root", "csm_rated_mass_game_units": 100, "csm_rigidbody_pivot": true, "csm_id": "CSM_Hopper_rivet.012"}, "bounds": [[0.7960000038146973, -8.037667274475098, 1.419600009918213], [0.8259999752044678, -8.002333641052246, 1.460400104522705]], "materials": ["GULLET_PBR_bare_steel"]}
SOURCE_INVENTORY {"name": "CSM_Cart_local_edge_chip.003", "type": "MESH", "position": [0.7910000085830688, -9.199999809265137, 1.4500000476837158], "parent": "CSM_Dispatch_cart", "meta": {"csm_meta": "{\"interaction\":\"push_cart\",\"component\":\"cart_root\",\"rated_mass_game_units\":100,\"rigidbody_pivot\":true}", "csm_interaction": "push_cart", "csm_component": "cart_root", "csm_rated_mass_game_units": 100, "csm_rigidbody_pivot": true, "csm_id": "CSM_Cart_local_edge_chip.003"}, "bounds": [[0.7806798815727234, -9.247681617736816, 1.4271587133407593], [0.8023190498352051, -9.150802612304688, 1.4721758365631104]], "materials": ["GULLET_PBR_bare_steel"]}
SOURCE_INVENTORY {"name": "CSM_Cart_local_edge_chip.004", "type": "MESH", "position": [0.7910000085830688, -8.399999618530273, 1.4500000476837158], "parent": "CSM_Dispatch_cart", "meta": {"csm_meta": "{\"interaction\":\"push_cart\",\"component\":\"cart_root\",\"rated_mass_game_units\":100,\"rigidbody_pivot\":true}", "csm_interaction": "push_cart", "csm_component": "cart_root", "csm_rated_mass_game_units": 100, "csm_rigidbody_pivot": true, "csm_id": "CSM_Cart_local_edge_chip.004"}, "bounds": [[0.7808933258056641, -8.453326225280762, 1.4272384643554688], [0.8022869825363159, -8.355230331420898, 1.4721653461456299]], "materials": ["GULLET_PBR_bare_steel"]}
SOURCE_INVENTORY {"name": "CSM_Cart_bumper", "type": "MESH", "position": [0.0, -9.899999618530273, 0.6000000238418579], "parent": "CSM_Dispatch_cart", "meta": {"csm_meta": "{\"interaction\":\"push_cart\",\"component\":\"cart_root\",\"rated_mass_game_units\":100,\"rigidbody_pivot\":true}", "csm_interaction": "push_cart", "csm_component": "cart_root", "csm_rated_mass_game_units": 100, "csm_rigidbody_pivot": true, "csm_id": "CSM_Cart_bumper"}, "bounds": [[-0.4650000035762787, -9.97499942779541, 0.5300000309944153], [0.4650000035762787, -9.824999809265137, 0.6700000166893005]], "materials": ["GULLET_PBR_rubber"]}
SOURCE_INVENTORY {"name": "CSM_Cart_bumper.002", "type": "MESH", "position": [0.0, -7.699999809265137, 0.6000000238418579], "parent": "CSM_Dispatch_cart", "meta": {"csm_meta": "{\"interaction\":\"push_cart\",\"component\":\"cart_root\",\"rated_mass_game_units\":100,\"rigidbody_pivot\":true}", "csm_interaction": "push_cart", "csm_component": "cart_root", "csm_rated_mass_game_units": 100, "csm_rigidbody_pivot": true, "csm_id": "CSM_Cart_bumper.002"}, "bounds": [[-0.4650000035762787, -7.774999618530273, 0.5300000309944153], [0.4650000035762787, -7.625, 0.6700000166893005]], "materials": ["GULLET_PBR_rubber"]}
SOURCE_INVENTORY {"name": "CSM_Cart_push_handle", "type": "MESH", "position": [0.0, -8.800000190734863, 0.07999999821186066], "parent": "CSM_Dispatch_cart", "meta": {"csm_meta": "{\"interaction\":\"push_cart\",\"component\":\"cart_root\",\"rated_mass_game_units\":100,\"rigidbody_pivot\":true}", "csm_interaction": "push_cart", "csm_component": "cart_root", "csm_rated_mass_game_units": 100, "csm_rigidbody_pivot": true, "csm_id": "CSM_Cart_push_handle"}, "bounds": [[-0.6050000190734863, -10.10363483428955, 0.9691666960716248], [0.6050000190734863, -9.66854190826416, 1.233403205871582]], "materials": ["GULLET_PBR_bare_steel"]}
SOURCE_INVENTORY {"name": "CSM_Cart_handle_grip", "type": "MESH", "position": [0.0, -8.800000190734863, 0.07999999821186066], "parent": "CSM_Dispatch_cart", "meta": {"csm_meta": "{\"interaction\":\"push_cart\",\"component\":\"cart_root\",\"rated_mass_game_units\":100,\"rigidbody_pivot\":true}", "csm_interaction": "push_cart", "csm_component": "cart_root", "csm_rated_mass_game_units": 100, "csm_rigidbody_pivot": true, "csm_id": "CSM_Cart_handle_grip"}, "bounds": [[-0.3700000047683716, -10.11299991607666, 1.1770000457763672], [0.3700000047683716, -10.04699993133545, 1.2430000305175781]], "materials": ["GULLET_PBR_rubber"]}
SOURCE_INVENTORY {"name": "CSM_Brake_shaft", "type": "MESH", "position": [0.0, -8.800000190734863, 0.07999999821186066], "parent": "CSM_Dispatch_cart", "meta": {"csm_meta": "{\"interaction\":\"push_cart\",\"component\":\"cart_root\",\"rated_mass_game_units\":100,\"rigidbody_pivot\":true}", "csm_interaction": "push_cart", "csm_component": "cart_root", "csm_rated_mass_game_units": 100, "csm_rigidbody_pivot": true, "csm_id": "CSM_Brake_shaft"}, "bounds": [[0.5899999737739563, -9.858916282653809, 0.4935063123703003], [0.6299999952316284, -9.591083526611328, 1.176493763923645]], "materials": ["GULLET_PBR_bare_steel"]}
SOURCE_INVENTORY {"name": "CSM_Brake_grip", "type": "MESH", "position": [0.0, -8.800000190734863, 0.07999999821186066], "parent": "CSM_Dispatch_cart", "meta": {"csm_meta": "{\"interaction\":\"push_cart\",\"component\":\"cart_root\",\"rated_mass_game_units\":100,\"rigidbody_pivot\":true}", "csm_interaction": "push_cart", "csm_component": "cart_root", "csm_rated_mass_game_units": 100, "csm_rigidbody_pivot": true, "csm_id": "CSM_Brake_grip"}, "bounds": [[0.5849999785423279, -9.941706657409668, 1.1575965881347656], [0.6349999904632568, -9.818294525146484, 1.3224035501480103]], "materials": ["GULLET_PBR_oxide_red"]}
SOURCE_INVENTORY {"name": "CSM_Brake_shoe", "type": "MESH", "position": [0.41999998688697815, -9.289999961853027, 0.4300000071525574], "parent": "CSM_Dispatch_cart", "meta": {"csm_meta": "{\"interaction\":\"push_cart\",\"component\":\"cart_root\",\"rated_mass_game_units\":100,\"rigidbody_pivot\":true}", "csm_interaction": "push_cart", "csm_component": "cart_root", "csm_rated_mass_game_units": 100, "csm_rigidbody_pivot": true, "csm_id": "CSM_Brake_shoe"}, "bounds": [[0.35499998927116394, -9.325160026550293, 0.34743422269821167], [0.48499998450279236, -9.254839897155762, 0.5125657916069031]], "materials": ["GULLET_PBR_dark_structural_steel"]}
SOURCE_INVENTORY {"name": "CSM_Brake_shoe.002", "type": "MESH", "position": [0.41999998688697815, -7.929999828338623, 0.4300000071525574], "parent": "CSM_Dispatch_cart", "meta": {"csm_meta": "{\"interaction\":\"push_cart\",\"component\":\"cart_root\",\"rated_mass_game_units\":100,\"rigidbody_pivot\":true}", "csm_interaction": "push_cart", "csm_component": "cart_root", "csm_rated_mass_game_units": 100, "csm_rigidbody_pivot": true, "csm_id": "CSM_Brake_shoe.002"}, "bounds": [[0.35499998927116394, -7.9651594161987305, 0.34743422269821167], [0.48499998450279236, -7.894840240478516, 0.5125657916069031]], "materials": ["GULLET_PBR_dark_structural_steel"]}
SOURCE_INVENTORY {"name": "CSM_Sign_back.006", "type": "MESH", "position": [0.0, -9.812999725341797, 1.2300000190734863], "parent": "CSM_Cart_inventory_plate", "meta": {"csm_meta": "{\"interaction\":\"push_cart\",\"component\":\"cart_root\",\"rated_mass_game_units\":100,\"rigidbody_pivot\":true}", "csm_interaction": "push_cart", "csm_component": "cart_root", "csm_rated_mass_game_units": 100, "csm_rigidbody_pivot": true, "csm_id": "CSM_Sign_back.006"}, "bounds": [[-0.2874999940395355, -9.824999809265137, 1.1495000123977661], [0.2874999940395355, -9.800999641418457, 1.3105000257492065]], "materials": ["GULLET_PBR_dark_structural_steel"]}
SOURCE_INVENTORY {"name": "CSM_Sign_print.006", "type": "MESH", "position": [0.0, -9.82699966430664, 1.2300000190734863], "parent": "CSM_Cart_inventory_plate", "meta": {"csm_meta": "{\"interaction\":\"push_cart\",\"component\":\"cart_root\",\"rated_mass_game_units\":100,\"rigidbody_pivot\":true}", "csm_interaction": "push_cart", "csm_component": "cart_root", "csm_rated_mass_game_units": 100, "csm_rigidbody_pivot": true, "csm_id": "CSM_Sign_print.006"}, "bounds": [[-0.26499998569488525, -9.82699966430664, 1.1720000505447388], [0.26499998569488525, -9.82699966430664, 1.2879999876022339]], "materials": ["CSM_label_cart"]}
SOURCE_INVENTORY {"name": "CSM_Sign_fixing.021", "type": "MESH", "position": [-0.20999999344348907, -9.831000328063965, 1.2120000123977661], "parent": "CSM_Cart_inventory_plate", "meta": {"csm_meta": "{\"interaction\":\"push_cart\",\"component\":\"cart_root\",\"rated_mass_game_units\":100,\"rigidbody_pivot\":true}", "csm_interaction": "push_cart", "csm_component": "cart_root", "csm_rated_mass_game_units": 100, "csm_rigidbody_pivot": true, "csm_id": "CSM_Sign_fixing.021"}, "bounds": [[-0.2231999933719635, -9.861000061035156, 1.200568437576294], [-0.19679999351501465, -9.831000328063965, 1.2234315872192383]], "materials": ["GULLET_PBR_bare_steel"]}
SOURCE_INVENTORY {"name": "CSM_Sign_fixing.022", "type": "MESH", "position": [-0.20999999344348907, -9.831000328063965, 1.2480000257492065], "parent": "CSM_Cart_inventory_plate", "meta": {"csm_meta": "{\"interaction\":\"push_cart\",\"component\":\"cart_root\",\"rated_mass_game_units\":100,\"rigidbody_pivot\":true}", "csm_interaction": "push_cart", "csm_component": "cart_root", "csm_rated_mass_game_units": 100, "csm_rigidbody_pivot": true, "csm_id": "CSM_Sign_fixing.022"}, "bounds": [[-0.2231999933719635, -9.861000061035156, 1.2365684509277344], [-0.19679999351501465, -9.831000328063965, 1.2594316005706787]], "materials": ["GULLET_PBR_bare_steel"]}
SOURCE_INVENTORY {"name": "CSM_Sign_fixing.023", "type": "MESH", "position": [0.20999999344348907, -9.831000328063965, 1.2120000123977661], "parent": "CSM_Cart_inventory_plate", "meta": {"csm_meta": "{\"interaction\":\"push_cart\",\"component\":\"cart_root\",\"rated_mass_game_units\":100,\"rigidbody_pivot\":true}", "csm_interaction": "push_cart", "csm_component": "cart_root", "csm_rated_mass_game_units": 100, "csm_rigidbody_pivot": true, "csm_id": "CSM_Sign_fixing.023"}, "bounds": [[0.19679999351501465, -9.861000061035156, 1.200568437576294], [0.2231999933719635, -9.831000328063965, 1.2234315872192383]], "materials": ["GULLET_PBR_bare_steel"]}
SOURCE_INVENTORY {"name": "CSM_Sign_fixing.024", "type": "MESH", "position": [0.20999999344348907, -9.831000328063965, 1.2480000257492065], "parent": "CSM_Cart_inventory_plate", "meta": {"csm_meta": "{\"interaction\":\"push_cart\",\"component\":\"cart_root\",\"rated_mass_game_units\":100,\"rigidbody_pivot\":true}", "csm_interaction": "push_cart", "csm_component": "cart_root", "csm_rated_mass_game_units": 100, "csm_rigidbody_pivot": true, "csm_id": "CSM_Sign_fixing.024"}, "bounds": [[0.19679999351501465, -9.861000061035156, 1.2365684509277344], [0.2231999933719635, -9.831000328063965, 1.2594316005706787]], "materials": ["GULLET_PBR_bare_steel"]}
SOURCE_INVENTORY {"name": "CSM_Cart_chassis_longitudinal.003", "type": "MESH", "position": [-0.47999998927116394, 22.71411895751953, 0.07732348144054413], "parent": "CSM_Loaded_haulage_cart", "meta": {"csm_meta": "{\"interaction\":\"push_cart\",\"component\":\"cart_root\",\"rated_mass_game_units\":100,\"rigidbody_pivot\":true}", "csm_interaction": "push_cart", "csm_component": "cart_root", "csm_rated_mass_game_units": 100, "csm_rigidbody_pivot": true, "csm_id": "CSM_Cart_chassis_longitudinal.003"}, "bounds": [[-0.5299999713897705, 21.632707595825195, -0.019646218046545982], [-0.429999977350235, 23.795530319213867, 0.1742931753396988]], "materials": ["GULLET_PBR_dark_structural_steel"]}
SOURCE_INVENTORY {"name": "CSM_Cart_chassis_longitudinal.004", "type": "MESH", "position": [0.47999998927116394, 22.71411895751953, 0.07732348144054413], "parent": "CSM_Loaded_haulage_cart", "meta": {"csm_meta": "{\"interaction\":\"push_cart\",\"component\":\"cart_root\",\"rated_mass_game_units\":100,\"rigidbody_pivot\":true}", "csm_interaction": "push_cart", "csm_component": "cart_root", "csm_rated_mass_game_units": 100, "csm_rigidbody_pivot": true, "csm_id": "CSM_Cart_chassis_longitudinal.004"}, "bounds": [[0.429999977350235, 21.632707595825195, -0.019646218046545982], [0.5299999713897705, 23.795530319213867, 0.1742931753396988]], "materials": ["GULLET_PBR_dark_structural_steel"]}
SOURCE_INVENTORY {"name": "CSM_Cart_chassis_crossmember.003", "type": "MESH", "position": [0.0, 22.69999885559082, -0.4874999523162842], "parent": "CSM_Loaded_haulage_cart", "meta": {"csm_meta": "{\"interaction\":\"push_cart\",\"component\":\"cart_root\",\"rated_mass_game_units\":100,\"rigidbody_pivot\":true}", "csm_interaction": "push_cart", "csm_component": "cart_root", "csm_rated_mass_game_units": 100, "csm_rigidbody_pivot": true, "csm_id": "CSM_Cart_chassis_crossmember.003"}, "bounds": [[-0.6899999976158142, 21.87238311767578, 0.01584276743233204], [0.6899999976158142, 21.975099563598633, 0.12830767035484314]], "materials": ["GULLET_PBR_dark_structural_steel"]}
SOURCE_INVENTORY {"name": "CSM_Cart_chassis_crossmember.004", "type": "MESH", "position": [0.0, 22.69999885559082, -0.4874999523162842], "parent": "CSM_Loaded_haulage_cart", "meta": {"csm_meta": "{\"interaction\":\"push_cart\",\"component\":\"cart_root\",\"rated_mass_game_units\":100,\"rigidbody_pivot\":true}", "csm_interaction": "push_cart", "csm_component": "cart_root", "csm_rated_mass_game_units": 100, "csm_rigidbody_pivot": true, "csm_id": "CSM_Cart_chassis_crossmember.004"}, "bounds": [[-0.6899999976158142, 23.451889038085938, -0.023644892498850822], [0.6899999976158142, 23.554607391357422, 0.08882001042366028]], "materials": ["GULLET_PBR_dark_structural_steel"]}
SOURCE_INVENTORY {"name": "CSM_Cart_axle.003", "type": "MESH", "position": [0.0, 22.69999885559082, -0.4874999523162842], "parent": "CSM_Loaded_haulage_cart", "meta": {"csm_meta": "{\"interaction\":\"push_cart\",\"component\":\"cart_root\",\"rated_mass_game_units\":100,\"rigidbody_pivot\":true}", "csm_interaction": "push_cart", "csm_component": "cart_root", "csm_rated_mass_game_units": 100, "csm_rigidbody_pivot": true, "csm_id": "CSM_Cart_axle.003"}, "bounds": [[-0.7400000095367432, 21.979373931884766, -0.14583170413970947], [0.7400000095367432, 22.079792022705078, -0.04541309177875519]], "materials": ["GULLET_PBR_bare_steel"]}
SOURCE_INVENTORY {"name": "CSM_Axle_bearing.005", "type": "MESH", "position": [-0.4699999988079071, 22.030332565307617, -0.06563180685043335], "parent": "CSM_Loaded_haulage_cart", "meta": {"csm_meta": "{\"interaction\":\"push_cart\",\"component\":\"cart_root\",\"rated_mass_game_units\":100,\"rigidbody_pivot\":true}", "csm_interaction": "push_cart", "csm_component": "cart_root", "csm_rated_mass_game_units": 100, "csm_rigidbody_pivot": true, "csm_id": "CSM_Axle_bearing.005"}, "bounds": [[-0.5450000166893005, 21.933486938476562, -0.1429826319217682], [-0.39499998092651367, 22.127178192138672, 0.011719021946191788]], "materials": ["GULLET_PBR_safety_ochre"]}
SOURCE_INVENTORY {"name": "CSM_Leaf_spring_stack.009", "type": "MESH", "position": [-0.47999998927116394, 21.88237762451172, 0.018092039972543716], "parent": "CSM_Loaded_haulage_cart", "meta": {"csm_meta": "{\"interaction\":\"push_cart\",\"component\":\"cart_root\",\"rated_mass_game_units\":100,\"rigidbody_pivot\":true}", "csm_interaction": "push_cart", "csm_component": "cart_root", "csm_rated_mass_game_units": 100, "csm_rigidbody_pivot": true, "csm_id": "CSM_Leaf_spring_stack.009"}, "bounds": [[-0.5259999632835388, 21.74223518371582, 0.006793199107050896], [-0.4339999854564667, 22.022520065307617, 0.029390880838036537]], "materials": ["GULLET_PBR_bare_steel"]}
SOURCE_INVENTORY {"name": "CSM_Leaf_spring_stack.010", "type": "MESH", "position": [-0.47999998927116394, 22.18228530883789, 0.010594382882118225], "parent": "CSM_Loaded_haulage_cart", "meta": {"csm_meta": "{\"interaction\":\"push_cart\",\"component\":\"cart_root\",\"rated_mass_game_units\":100,\"rigidbody_pivot\":true}", "csm_interaction": "push_cart", "csm_component": "cart_root", "csm_rated_mass_game_units": 100, "csm_rigidbody_pivot": true, "csm_id": "CSM_Leaf_spring_stack.010"}, "bounds": [[-0.5259999632835388, 22.042034149169922, -0.007676074281334877], [-0.4339999854564667, 22.32253646850586, 0.028864840045571327]], "materials": ["GULLET_PBR_bare_steel"]}
SOURCE_INVENTORY {"name": "CSM_Axle_bearing.006", "type": "MESH", "position": [0.4699999988079071, 22.030332565307617, -0.06563180685043335], "parent": "CSM_Loaded_haulage_cart", "meta": {"csm_meta": "{\"interaction\":\"push_cart\",\"component\":\"cart_root\",\"rated_mass_game_units\":100,\"rigidbody_pivot\":true}", "csm_interaction": "push_cart", "csm_component": "cart_root", "csm_rated_mass_game_units": 100, "csm_rigidbody_pivot": true, "csm_id": "CSM_Axle_bearing.006"}, "bounds": [[0.39499998092651367, 21.933486938476562, -0.1429826319217682], [0.5450000166893005, 22.127178192138672, 0.011719021946191788]], "materials": ["GULLET_PBR_safety_ochre"]}
SOURCE_INVENTORY {"name": "CSM_Leaf_spring_stack.011", "type": "MESH", "position": [0.47999998927116394, 21.88237762451172, 0.018092039972543716], "parent": "CSM_Loaded_haulage_cart", "meta": {"csm_meta": "{\"interaction\":\"push_cart\",\"component\":\"cart_root\",\"rated_mass_game_units\":100,\"rigidbody_pivot\":true}", "csm_interaction": "push_cart", "csm_component": "cart_root", "csm_rated_mass_game_units": 100, "csm_rigidbody_pivot": true, "csm_id": "CSM_Leaf_spring_stack.011"}, "bounds": [[0.4339999854564667, 21.74223518371582, 0.006793199107050896], [0.5259999632835388, 22.022520065307617, 0.029390880838036537]], "materials": ["GULLET_PBR_bare_steel"]}
SOURCE_INVENTORY {"name": "CSM_Leaf_spring_stack.012", "type": "MESH", "position": [0.47999998927116394, 22.18228530883789, 0.010594382882118225], "parent": "CSM_Loaded_haulage_cart", "meta": {"csm_meta": "{\"interaction\":\"push_cart\",\"component\":\"cart_root\",\"rated_mass_game_units\":100,\"rigidbody_pivot\":true}", "csm_interaction": "push_cart", "csm_component": "cart_root", "csm_rated_mass_game_units": 100, "csm_rigidbody_pivot": true, "csm_id": "CSM_Leaf_spring_stack.012"}, "bounds": [[0.4339999854564667, 22.042034149169922, -0.007676074281334877], [0.5259999632835388, 22.32253646850586, 0.028864840045571327]], "materials": ["GULLET_PBR_bare_steel"]}
SOURCE_INVENTORY {"name": "CSM_Cart_axle.004", "type": "MESH", "position": [0.0, 22.69999885559082, -0.4874999523162842], "parent": "CSM_Loaded_haulage_cart", "meta": {"csm_meta": "{\"interaction\":\"push_cart\",\"component\":\"cart_root\",\"rated_mass_game_units\":100,\"rigidbody_pivot\":true}", "csm_interaction": "push_cart", "csm_component": "cart_root", "csm_rated_mass_game_units": 100, "csm_rigidbody_pivot": true, "csm_id": "CSM_Cart_axle.004"}, "bounds": [[-0.7400000095367432, 23.33894920349121, -0.17982108891010284], [0.7400000095367432, 23.439367294311523, -0.07940246909856796]], "materials": ["GULLET_PBR_bare_steel"]}
SOURCE_INVENTORY {"name": "CSM_Axle_bearing.007", "type": "MESH", "position": [-0.4699999988079071, 23.389907836914062, -0.09962115436792374], "parent": "CSM_Loaded_haulage_cart", "meta": {"csm_meta": "{\"interaction\":\"push_cart\",\"component\":\"cart_root\",\"rated_mass_game_units\":100,\"rigidbody_pivot\":true}", "csm_interaction": "push_cart", "csm_component": "cart_root", "csm_rated_mass_game_units": 100, "csm_rigidbody_pivot": true, "csm_id": "CSM_Axle_bearing.007"}, "bounds": [[-0.5450000166893005, 23.293062210083008, -0.17697198688983917], [-0.39499998092651367, 23.486753463745117, -0.0222703255712986]], "materials": ["GULLET_PBR_safety_ochre"]}
SOURCE_INVENTORY {"name": "CSM_Leaf_spring_stack.013", "type": "MESH", "position": [-0.47999998927116394, 23.241952896118164, -0.01589735597372055], "parent": "CSM_Loaded_haulage_cart", "meta": {"csm_meta": "{\"interaction\":\"push_cart\",\"component\":\"cart_root\",\"rated_mass_game_units\":100,\"rigidbody_pivot\":true}", "csm_interaction": "push_cart", "csm_component": "cart_root", "csm_rated_mass_game_units": 100, "csm_rigidbody_pivot": true, "csm_id": "CSM_Leaf_spring_stack.013"}, "bounds": [[-0.5259999632835388, 23.101810455322266, -0.02719619683921337], [-0.4339999854564667, 23.382095336914062, -0.00459851510822773]], "materials": ["GULLET_PBR_bare_steel"]}
